move,ptimes,train_error,test_error
203500,10679.295245341302,0.0636634361435426,0.1471269032917916
204000,10705.27988839975,0.0636371975124348,0.1471404172480106
204500,10731.264531458199,0.0635294548410456,0.1470570606179535
205000,10757.249174516646,0.0638574516124208,0.1473161368630826
205500,10783.233817575096,0.0633404099717154,0.1474963740911334
206000,10809.218460633543,0.0633382264495594,0.1471539353951811
206500,10835.203103691993,0.0634018356431624,0.1474107657559216
207000,10861.18774675044,0.0634354307185276,0.1472451770678162
207500,10887.17238980889,0.0634209190684487,0.1475020085927099
208000,10913.157032867337,0.063352933328133,0.147830938687548
208500,10939.141675925786,0.0633404114778386,0.1474344185553491
209000,10965.126318984234,0.0630470044998219,0.1476608403027057
209500,10991.110962042683,0.0629199791728751,0.1476811147294938
210000,11017.09560510113,0.0630738386753364,0.1478264299221336
210500,11043.08024815958,0.0629066631081514,0.1477081479970365
211000,11069.064891218028,0.0629857793319388,0.1475493242032826
211500,11095.049534276477,0.0628118407912552,0.1477892552502453
212000,11121.034177334925,0.0628408627526369,0.1480269336607307
212500,11147.018820393374,0.0626838231910369,0.1479604742489755
213000,11173.003463451822,0.0627792403975036,0.1476698480546474
213500,11198.98810651027,0.0629034814191982,0.1479300593491643
214000,11224.972749568718,0.0624854357665753,0.1478940139058977
214500,11250.957392627168,0.0625995373411569,0.1479401960968971
215000,11276.942035685615,0.062360396819713,0.1477351826615631
215500,11302.926678744065,0.0624446831425302,0.1482308220583945
216000,11328.911321802512,0.0623681520664831,0.1481970287859439
216500,11354.895964860962,0.0623228297117748,0.148165485356003
217000,11380.88060791941,0.0623778949520783,0.1482702430803328
217500,11406.865250977859,0.0622266165009932,0.1481744991615414
218000,11432.849894036306,0.0624651607431587,0.1483795121312141
218500,11458.834537094755,0.0623421125928871,0.1481384523212909
219000,11484.819180153203,0.0621747352706734,0.1482961557339877
219500,11510.803823211652,0.0621628072694875,0.1485068018082529
220000,11536.7884662701,0.0619672024840838,0.1484932883176952
220500,11562.77310932855,0.0620200792473042,0.1483164348173886
221000,11588.757752386997,0.0620272352534811,0.1482342011295259
221500,11614.742395445446,0.0618916646708385,0.1487016787286847
222000,11640.727038503894,0.0617485383772873,0.1483986706007272
